production_volume,production_cost,supplier_quality,delivery_delay,defect_rate,quality_score,maintenance_hours,downtime_percentage,downtime_pct_corrected,inventory_turnover,stockout_rate,worker_productivity,safety_incidents,energy_consumption,energy_efficiency,additive_process_time,additive_material_cost,defect_status,high_defect_flag,low_quality_flag,downtime_category,production_volume_category,energy_efficiency_category,stockout_category
336,"$8,168.48",91.26%,0,2.26,81.18%,4,263.85%,2.639%,3.79,3.87%,88.841%,5,3354.685,0.3647,6.59,$487.11,0,0,0,Medium,Low,Medium,Medium
240,"$15,186.00",83.29%,2,2.42,61.73%,17,264.03%,2.640%,2.17,7.38%,80.207%,3,2107.993,0.2912,9.38,$425.52,1,0,1,Medium,Low,Medium,High
716,"$19,361.72",81.35%,4,3.23,99.83%,23,264.07%,2.641%,8.85,5.89%,80.786%,8,1496.673,0.2458,8.13,$163.86,1,1,0,Medium,Low,Medium,Medium
723,"$16,813.24",95.19%,5,2.01,99.66%,5,264.15%,2.641%,4.19,4.56%,95.260%,2,2181.301,0.2545,3.39,$265.60,0,0,0,Medium,High,Medium,Medium
194,"$13,113.58",92.45%,3,3.90,99.98%,14,264.16%,2.642%,8.41,5.40%,92.114%,4,3089.007,0.1202,3.60,$269.78,1,1,0,Medium,High,Low,Medium
754,"$10,553.48",89.29%,4,0.60,83.68%,8,264.17%,2.642%,5.94,0.32%,96.784%,9,4827.402,0.1516,7.56,$140.19,0,0,0,Medium,Low,Low,Low
293,"$5,505.15",96.37%,1,4.92,95.63%,20,264.23%,2.642%,4.59,6.67%,85.686%,3,4279.290,0.3979,9.96,$253.76,1,1,0,Medium,High,High,High
903,"$13,989.49",92.08%,3,0.95,78.15%,8,264.25%,2.642%,8.32,5.23%,98.214%,8,2696.277,0.4334,4.77,$141.36,1,0,1,Medium,Low,High,Medium
240,"$16,019.12",83.43%,4,3.62,96.01%,0,264.25%,2.643%,2.23,3.17%,99.600%,3,3825.638,0.2019,8.37,$463.31,1,1,0,Medium,High,Low,Medium
401,"$12,617.08",81.60%,3,1.83,71.94%,13,264.30%,2.643%,4.90,7.03%,80.419%,2,3091.537,0.3088,8.94,$114.84,1,0,1,Medium,Low,Medium,High
733,"$9,879.43",83.10%,1,3.72,71.15%,17,264.34%,2.643%,9.41,0.55%,82.839%,9,2155.229,0.2551,2.86,$487.65,1,1,1,Medium,Medium,Medium,Low
219,"$17,440.92",87.33%,1,4.69,61.26%,2,264.92%,2.649%,6.13,0.17%,84.991%,9,3685.981,0.4926,2.31,$457.16,1,1,1,Medium,High,High,Low
829,"$17,285.95",84.49%,4,4.74,62.94%,1,265.01%,2.650%,3.98,5.93%,95.519%,0,3760.917,0.2543,9.47,$314.02,1,1,1,Medium,Low,Medium,Medium
999,"$8,456.25",91.60%,3,1.79,69.57%,6,265.05%,2.650%,7.26,3.86%,90.970%,9,3859.392,0.1455,8.50,$289.49,1,0,1,Medium,High,Low,Medium
150,"$15,689.32",86.02%,5,3.38,75.74%,14,265.08%,2.651%,8.19,6.59%,87.142%,8,2309.765,0.3271,2.62,$246.16,1,1,1,Medium,High,Medium,High
868,"$10,841.07",98.52%,3,4.31,75.15%,3,265.08%,2.651%,4.72,8.83%,83.590%,8,4822.649,0.3661,7.77,$440.93,1,1,1,Medium,Low,Medium,High
772,"$17,066.21",87.45%,1,1.34,84.89%,22,265.15%,2.651%,5.52,8.74%,95.182%,9,2262.815,0.3422,4.11,$154.38,1,0,0,Medium,High,Medium,High
738,"$15,905.85",85.17%,1,2.38,76.80%,5,265.30%,2.653%,9.23,4.70%,85.027%,7,3845.213,0.2930,7.21,$408.94,0,0,1,Medium,High,Medium,Medium
928,"$16,313.72",81.12%,1,4.55,80.76%,3,265.71%,2.657%,2.81,7.89%,83.403%,7,1992.692,0.2260,4.07,$416.79,1,1,0,Medium,High,Low,High
473,"$19,596.17",90.25%,1,3.89,98.83%,11,265.75%,2.658%,3.89,0.34%,81.813%,9,1953.816,0.2133,2.38,$200.53,1,1,0,Medium,High,Low,Low
647,"$11,106.60",99.99%,5,3.70,66.78%,6,265.90%,2.659%,2.10,6.67%,90.153%,9,1777.434,0.1186,9.99,$431.28,1,1,1,Medium,Medium,Low,High
910,"$11,179.37",87.67%,4,4.67,88.19%,2,266.01%,2.660%,2.72,2.75%,81.703%,1,4566.780,0.3598,1.98,$327.28,1,1,0,Medium,Medium,Medium,Low
607,"$12,571.93",99.72%,0,2.12,87.38%,8,266.15%,2.661%,7.82,7.28%,94.837%,0,2956.129,0.1866,8.91,$415.63,0,0,0,Medium,High,Low,High
191,"$15,147.02",88.92%,4,3.24,93.26%,8,266.79%,2.668%,5.09,3.65%,90.130%,5,1533.654,0.3544,3.34,$174.04,1,1,0,Medium,Medium,Medium,Medium
985,"$12,819.44",88.22%,5,2.17,70.87%,4,266.91%,2.669%,4.62,1.11%,82.122%,9,2078.519,0.4666,8.48,$341.68,1,0,1,Medium,Low,High,Low
878,"$6,234.08",81.96%,3,0.83,92.70%,14,266.93%,2.669%,7.00,4.86%,93.408%,2,2638.028,0.2517,9.27,$495.37,1,0,0,Medium,High,Medium,Medium
219,"$18,896.96",82.62%,1,3.34,79.78%,9,266.98%,2.670%,2.14,3.85%,92.509%,4,1273.281,0.2950,3.14,$325.04,1,1,1,Medium,High,Medium,Medium
677,"$8,020.46",89.54%,5,3.35,80.82%,5,267.11%,2.671%,7.43,9.45%,93.304%,8,3554.022,0.2343,8.03,$229.60,1,1,0,Medium,Low,Medium,High
515,"$5,588.98",94.67%,5,3.40,89.75%,5,267.14%,2.671%,4.60,6.43%,96.786%,5,2930.288,0.3891,8.74,$368.14,1,1,0,Medium,Medium,High,High
719,"$12,744.25",96.21%,1,0.92,73.00%,12,267.14%,2.671%,2.49,6.53%,80.970%,4,4524.955,0.2218,1.31,$316.32,1,0,1,Medium,Medium,Low,High
584,"$12,291.96",88.69%,3,0.93,81.39%,8,267.35%,2.674%,3.84,6.36%,94.836%,1,1852.580,0.2328,3.83,$156.42,0,0,0,Medium,High,Medium,High
213,"$5,660.99",95.01%,2,4.99,92.52%,22,267.70%,2.677%,2.50,9.53%,96.413%,8,2632.121,0.3391,2.86,$412.27,1,1,0,Medium,Medium,Medium,High
444,"$7,548.31",81.13%,3,1.80,85.24%,22,267.90%,2.679%,3.58,5.21%,99.137%,0,1278.845,0.3519,9.88,$488.85,1,0,0,Medium,Low,Medium,Medium
104,"$10,564.12",85.09%,2,0.70,87.70%,2,268.34%,2.683%,2.82,8.49%,93.128%,8,2527.143,0.1590,5.96,$163.99,0,0,0,Medium,Medium,Low,High
636,"$7,653.45",88.48%,3,2.38,95.02%,23,268.77%,2.688%,2.61,5.92%,83.363%,9,3377.273,0.1953,9.87,$323.83,1,0,0,Medium,Low,Low,Medium
320,"$8,562.25",93.27%,3,2.19,85.92%,15,268.80%,2.688%,2.78,9.27%,95.393%,9,4843.897,0.4367,6.76,$240.29,1,0,0,Medium,Medium,High,High
227,"$15,533.88",92.21%,3,4.72,63.22%,21,268.92%,2.689%,3.43,9.26%,98.248%,5,3458.435,0.4776,8.17,$112.99,1,1,1,Medium,Low,High,High
107,"$17,586.50",97.96%,5,3.74,98.91%,1,269.07%,2.691%,3.31,4.05%,87.060%,9,2440.949,0.2746,7.09,$436.38,1,1,0,Medium,Low,Medium,Medium
892,"$11,286.49",81.57%,4,2.95,77.22%,18,269.70%,2.697%,2.78,4.62%,95.532%,8,3325.944,0.2299,7.56,$121.83,1,0,1,Medium,Low,Low,Medium
612,"$11,877.85",91.58%,4,4.57,76.43%,1,269.99%,2.700%,5.18,8.17%,91.271%,5,4717.965,0.3172,8.22,$210.94,1,1,1,Medium,High,Medium,High
196,"$13,185.44",83.83%,3,3.21,77.26%,22,270.26%,2.703%,5.52,0.09%,80.925%,2,1650.875,0.4108,7.60,$313.14,0,1,1,Medium,Medium,High,Low
835,"$5,779.84",81.79%,4,2.43,65.98%,19,270.46%,2.705%,6.29,4.93%,95.484%,8,1699.645,0.4409,5.71,$460.84,1,0,1,Medium,Low,High,Medium
387,"$16,350.95",84.93%,4,1.34,93.39%,19,270.88%,2.709%,5.45,5.92%,99.488%,1,4028.203,0.2828,7.87,$153.36,1,0,0,Medium,High,Medium,Medium
833,"$16,686.54",84.64%,2,1.01,61.62%,8,271.41%,2.714%,8.88,6.02%,88.750%,0,4315.819,0.4009,2.71,$134.67,1,0,1,Medium,Low,High,High
392,"$13,633.90",99.71%,5,2.22,81.06%,9,271.89%,2.719%,3.57,3.70%,80.517%,9,2423.310,0.3667,3.13,$434.34,0,0,0,Medium,High,Medium,Medium
250,"$15,726.50",87.03%,5,1.00,60.49%,9,271.95%,2.720%,6.13,5.18%,94.400%,9,4669.992,0.4791,1.77,$469.95,1,0,1,Medium,Low,High,Medium
445,"$6,664.84",91.92%,1,1.10,98.98%,18,271.96%,2.720%,8.37,6.33%,87.250%,1,3118.668,0.1867,4.63,$350.42,1,0,0,Medium,Low,Low,High
982,"$5,563.57",96.04%,5,4.41,97.61%,21,272.26%,2.723%,5.76,5.48%,86.694%,7,3157.070,0.1484,6.53,$123.27,1,1,0,Medium,Medium,Low,Medium
466,"$5,604.28",90.16%,5,1.33,94.40%,13,272.60%,2.726%,4.14,3.28%,94.940%,0,3541.314,0.2187,8.23,$290.63,1,0,0,Medium,High,Low,Medium
103,"$5,450.39",97.24%,1,4.37,89.36%,3,272.80%,2.728%,7.59,1.25%,87.050%,0,2596.728,0.4397,6.91,$309.71,1,1,0,Medium,Medium,High,Low
133,"$8,161.90",85.74%,0,2.97,68.63%,12,273.00%,2.730%,3.66,4.62%,92.800%,0,1517.363,0.3238,4.88,$194.25,1,0,1,Medium,Low,Medium,Medium
279,"$7,848.13",95.68%,4,4.28,73.03%,12,273.06%,2.731%,3.52,9.47%,82.039%,1,3912.934,0.3049,9.88,$295.01,1,1,1,Medium,Low,Medium,High
619,"$19,020.95",93.57%,3,4.04,74.19%,23,273.35%,2.734%,9.72,4.48%,80.711%,0,3918.317,0.3352,9.14,$160.55,1,1,1,Medium,Low,Medium,Medium
570,"$14,470.64",88.22%,1,1.89,86.67%,5,273.59%,2.736%,8.74,3.29%,98.620%,0,3672.803,0.4151,6.22,$105.71,0,0,0,Medium,Medium,High,Medium
174,"$8,166.89",88.85%,4,1.81,71.07%,11,274.24%,2.742%,9.84,4.20%,98.235%,9,3192.408,0.3313,9.65,$280.93,1,0,1,Medium,Medium,Medium,Medium
372,"$5,243.01",99.57%,1,3.70,81.51%,8,274.37%,2.744%,8.36,7.73%,99.826%,4,2549.008,0.4414,1.75,$179.65,1,1,0,Medium,Low,High,High
135,"$16,277.38",92.94%,4,1.46,78.02%,19,274.48%,2.745%,5.61,0.66%,82.603%,0,1788.343,0.1663,5.25,$409.53,1,0,1,Medium,Low,Low,Low
916,"$7,626.85",92.68%,3,1.46,74.56%,3,274.56%,2.746%,2.72,0.87%,95.719%,1,2421.643,0.3643,5.32,$371.80,1,0,1,Medium,Low,Medium,Low
206,"$7,472.22",81.99%,3,3.87,82.73%,9,274.67%,2.747%,6.85,6.80%,88.316%,7,1581.630,0.2635,6.41,$365.71,1,1,0,Medium,High,Medium,High
341,"$14,634.88",84.07%,3,3.32,65.48%,21,275.44%,2.754%,3.74,3.74%,88.268%,1,1888.018,0.2382,3.51,$395.32,1,1,1,Medium,Low,Medium,Medium
901,"$13,607.99",83.14%,0,3.40,85.87%,6,275.85%,2.758%,5.83,6.54%,99.578%,7,2264.271,0.1428,3.67,$245.05,1,1,0,Medium,Low,Low,High
612,"$9,032.80",89.19%,3,0.73,77.82%,3,275.89%,2.759%,2.97,5.96%,96.610%,4,1243.518,0.4712,7.85,$420.78,0,0,1,Medium,High,High,Medium
799,"$14,685.88",87.16%,5,1.01,85.25%,12,275.92%,2.759%,4.82,3.35%,95.852%,5,3525.057,0.2760,7.42,$395.71,1,0,0,Medium,Medium,Medium,Medium
607,"$5,289.91",94.35%,2,1.30,83.64%,12,276.10%,2.761%,3.23,6.57%,96.245%,1,4881.860,0.3574,6.38,$248.40,1,0,0,Medium,High,Medium,High
592,"$7,791.52",86.00%,1,4.75,64.14%,4,276.80%,2.768%,3.34,8.16%,86.470%,4,1034.575,0.1700,3.67,$479.31,1,1,1,Medium,Medium,Low,High
341,"$9,378.67",98.74%,3,2.34,85.33%,17,276.84%,2.768%,4.55,7.69%,84.647%,0,2674.112,0.4621,1.40,$180.96,1,0,0,Medium,Medium,High,High
429,"$19,111.77",95.73%,4,2.97,63.49%,17,277.34%,2.773%,7.91,8.25%,83.212%,6,3388.362,0.2109,7.86,$138.74,1,0,1,Medium,Low,Low,High
723,"$11,821.47",95.80%,4,4.19,96.73%,3,277.73%,2.777%,6.18,2.08%,89.666%,1,4648.974,0.4459,1.77,$319.75,1,1,0,Medium,Medium,High,Low
800,"$10,741.98",85.04%,4,2.30,86.76%,19,277.85%,2.778%,3.58,7.33%,82.301%,1,4952.766,0.3457,4.17,$110.50,1,0,0,Medium,High,Medium,High
701,"$17,066.56",97.49%,4,3.50,61.61%,21,278.12%,2.781%,2.57,0.63%,93.469%,9,4591.407,0.1098,3.97,$473.90,1,1,1,Medium,High,Low,Low
651,"$7,227.60",89.90%,3,4.62,94.24%,7,278.15%,2.782%,6.50,4.53%,82.696%,5,3992.695,0.3700,4.92,$266.80,1,1,0,Medium,High,Medium,Medium
218,"$15,577.09",96.36%,4,3.52,60.16%,21,278.22%,2.782%,2.32,3.01%,90.551%,7,3201.900,0.1462,5.84,$431.31,1,1,1,Medium,Medium,Low,Medium
361,"$12,633.41",86.30%,5,0.85,82.61%,11,278.40%,2.784%,8.97,7.81%,96.275%,3,2180.521,0.1599,3.33,$196.86,1,0,0,Medium,Low,Low,High
267,"$6,638.96",93.84%,5,2.69,92.24%,18,278.62%,2.786%,4.70,8.29%,82.655%,4,1275.096,0.4645,8.82,$159.73,1,0,0,Medium,Low,High,High
712,"$14,100.98",91.64%,5,2.43,79.50%,21,279.22%,2.792%,7.11,8.86%,89.543%,5,4343.369,0.4322,3.54,$264.80,1,0,1,Medium,Low,High,High
707,"$9,262.76",92.64%,1,0.92,90.50%,23,279.40%,2.794%,7.09,6.36%,90.856%,7,4331.396,0.1872,1.76,$175.76,1,0,0,Medium,High,Low,High
481,"$7,686.42",93.66%,2,4.08,64.45%,21,279.57%,2.796%,3.84,3.52%,97.088%,4,4737.896,0.4128,8.52,$485.18,1,1,1,Medium,High,High,Medium
431,"$6,883.25",82.68%,1,4.01,73.13%,23,279.67%,2.797%,9.78,9.90%,90.264%,6,1034.544,0.2738,8.07,$369.29,1,1,1,Medium,Medium,Medium,High
500,"$10,356.82",89.16%,5,2.03,64.22%,5,279.70%,2.797%,4.13,6.74%,87.978%,4,1262.283,0.2240,6.90,$359.81,1,0,1,Medium,Medium,Low,High
307,"$17,073.60",84.78%,2,4.60,71.30%,2,280.34%,2.803%,7.80,5.85%,88.413%,1,1667.281,0.3258,8.90,$188.88,1,1,1,Medium,Medium,Medium,Medium
422,"$12,000.40",80.69%,3,4.07,68.69%,1,280.36%,2.804%,7.98,6.90%,96.112%,3,3802.048,0.2610,8.51,$405.40,1,1,1,Medium,Low,Medium,High
709,"$19,922.29",82.02%,5,0.61,92.29%,13,280.67%,2.807%,4.44,2.43%,83.230%,1,1634.652,0.2332,7.57,$135.32,1,0,0,Medium,Medium,Medium,Low
422,"$12,403.20",98.86%,1,2.52,64.76%,6,280.71%,2.807%,2.83,2.59%,90.018%,3,1520.674,0.1291,4.72,$125.62,1,0,1,Medium,High,Low,Low
918,"$18,726.35",96.21%,4,1.52,79.48%,10,280.72%,2.807%,5.19,6.53%,96.385%,5,4677.365,0.1450,1.37,$267.97,1,0,1,Medium,Medium,Low,High
849,"$14,028.85",81.02%,3,3.88,79.85%,6,280.77%,2.808%,5.78,6.82%,80.075%,5,1386.130,0.2993,2.78,$399.07,1,1,1,Medium,High,Medium,High
825,"$8,052.09",96.83%,5,0.72,71.36%,3,280.77%,2.808%,6.20,2.80%,85.331%,2,1578.956,0.2002,7.01,$315.68,1,0,1,Medium,High,Low,Low
662,"$9,584.06",86.19%,1,2.09,66.98%,21,280.83%,2.808%,4.54,8.33%,95.798%,8,2510.275,0.1185,9.98,$453.23,1,0,1,Medium,High,Low,High
610,"$17,145.13",90.01%,1,0.53,96.12%,13,281.12%,2.811%,7.20,9.16%,89.824%,3,3895.261,0.4123,1.29,$469.77,1,0,0,Medium,Medium,High,High
205,"$15,145.42",87.46%,0,2.55,70.14%,14,281.18%,2.812%,7.93,1.80%,96.268%,2,3629.834,0.1955,5.65,$350.06,1,0,1,Medium,Medium,Low,Low
821,"$15,018.02",95.33%,2,3.99,73.65%,18,281.56%,2.816%,5.61,9.62%,87.412%,6,4253.214,0.2290,6.16,$211.45,1,1,1,Medium,Low,Low,High
212,"$10,187.09",89.24%,1,4.11,62.74%,19,281.86%,2.819%,3.08,6.36%,87.194%,3,3773.814,0.1350,8.78,$209.26,1,1,1,Medium,High,Low,High
858,"$6,133.75",94.49%,2,4.39,90.75%,9,281.91%,2.819%,2.64,4.18%,97.704%,1,1181.861,0.4495,9.22,$465.01,1,1,0,Medium,Low,High,Medium
931,"$11,729.16",93.53%,2,4.56,79.53%,5,281.95%,2.820%,7.56,7.63%,97.780%,0,3776.045,0.1362,1.73,$325.70,1,1,1,Medium,High,Low,High
182,"$15,774.97",98.72%,2,4.99,82.02%,5,282.18%,2.822%,6.46,5.47%,86.299%,7,2088.514,0.3522,8.80,$372.64,1,1,0,Medium,High,Medium,Medium
728,"$12,647.81",84.59%,4,3.14,68.55%,13,282.19%,2.822%,8.65,8.38%,83.729%,2,1389.328,0.1532,9.69,$198.38,1,1,1,Medium,Low,Low,High
831,"$8,898.57",89.19%,1,1.87,93.44%,8,282.38%,2.824%,3.96,3.99%,80.061%,1,4174.337,0.3805,9.69,$472.44,1,0,0,Medium,High,High,Medium
888,"$15,237.99",81.33%,2,3.15,93.40%,16,282.51%,2.825%,8.71,1.93%,82.521%,3,1915.026,0.4855,1.43,$344.05,1,1,0,Medium,High,High,Low
924,"$13,904.91",98.57%,3,3.54,94.23%,15,282.72%,2.827%,7.34,1.36%,81.669%,7,4346.283,0.2153,5.63,$136.80,1,1,0,Medium,High,Low,Low
746,"$11,189.33",84.52%,4,2.63,98.95%,21,283.11%,2.831%,6.53,9.91%,86.683%,4,3492.198,0.4550,6.51,$271.61,1,0,0,Medium,High,High,High
866,"$9,691.67",85.02%,3,3.94,83.44%,3,283.11%,2.831%,5.85,3.75%,91.350%,4,3407.217,0.4335,1.61,$125.35,1,1,0,Medium,High,High,Medium
991,"$17,759.24",99.76%,3,4.92,68.44%,4,283.13%,2.831%,9.57,3.44%,99.502%,3,1781.199,0.3529,5.67,$368.60,1,1,1,Medium,High,Medium,Medium
324,"$15,086.91",94.90%,1,4.59,87.32%,2,283.18%,2.832%,4.61,6.66%,91.562%,3,1926.271,0.1370,7.68,$223.62,1,1,0,Medium,High,Low,High
683,"$15,107.58",95.79%,4,1.97,60.21%,1,283.19%,2.832%,2.29,9.00%,93.623%,1,4634.579,0.1449,3.80,$291.95,1,0,1,Medium,Low,Low,High
747,"$14,947.19",98.03%,4,3.30,82.07%,13,283.38%,2.834%,7.94,3.37%,86.795%,6,2043.975,0.4981,5.60,$151.22,1,1,0,Medium,Medium,High,Medium
485,"$18,236.25",89.97%,5,4.63,74.03%,21,283.65%,2.837%,3.89,10.00%,95.772%,7,3729.298,0.4112,2.78,$306.85,1,1,1,Medium,High,High,High
535,"$18,044.75",86.66%,5,1.78,62.49%,13,283.87%,2.839%,7.45,8.75%,81.870%,9,2654.200,0.3353,7.29,$297.79,1,0,1,Medium,Medium,Medium,High
254,"$5,380.23",97.35%,1,2.92,61.70%,12,284.03%,2.840%,4.50,3.76%,84.486%,1,4382.861,0.2419,5.54,$306.64,1,0,1,Medium,Medium,Medium,Medium
719,"$14,016.11",86.85%,1,0.60,90.72%,16,284.14%,2.841%,5.73,0.94%,94.854%,3,3590.265,0.1575,5.49,$399.58,1,0,0,Medium,Low,Low,Low
784,"$18,292.57",93.05%,3,1.91,86.99%,20,284.49%,2.845%,2.09,0.88%,93.040%,9,2907.824,0.1998,9.24,$236.20,1,0,0,Medium,High,Low,Low
884,"$5,892.87",81.31%,1,4.42,97.14%,13,284.72%,2.847%,3.47,1.68%,88.576%,9,1674.552,0.1203,4.11,$194.06,1,1,0,Medium,High,Low,Low
503,"$19,442.16",88.22%,3,2.52,74.06%,18,284.78%,2.848%,2.71,0.99%,87.159%,4,1876.605,0.4398,3.10,$294.02,1,0,1,Medium,High,High,Low
835,"$15,380.76",88.29%,0,1.43,93.74%,3,285.05%,2.850%,2.59,0.58%,80.822%,5,2962.170,0.2749,1.04,$160.78,1,0,0,Medium,Medium,Medium,Low
321,"$11,272.17",90.03%,4,2.62,72.92%,18,285.20%,2.852%,2.40,6.18%,81.207%,1,1131.018,0.3722,3.79,$211.07,1,0,1,Medium,High,High,High
369,"$11,638.18",99.81%,5,1.50,86.83%,14,285.51%,2.855%,6.12,5.18%,81.002%,8,3236.081,0.1558,1.46,$468.97,1,0,0,Medium,Low,Low,Medium
788,"$7,953.89",82.58%,0,1.28,93.18%,21,285.66%,2.857%,9.02,7.13%,81.454%,9,1402.838,0.2343,1.52,$278.50,1,0,0,Medium,Low,Medium,High
589,"$8,743.19",98.20%,2,0.52,96.87%,6,285.86%,2.859%,2.55,0.10%,99.434%,9,2414.854,0.4544,4.84,$453.17,0,0,0,Medium,High,High,Low
734,"$8,268.37",92.67%,4,2.36,90.01%,9,286.05%,2.860%,4.49,8.13%,80.478%,0,4600.639,0.3792,3.74,$432.62,0,0,0,Medium,Medium,High,High
367,"$16,467.92",91.39%,0,1.98,81.18%,10,286.13%,2.861%,6.78,3.77%,94.168%,1,1832.861,0.1434,6.13,$303.59,0,0,0,Medium,High,Low,Medium
826,"$13,658.00",80.80%,2,2.61,62.43%,4,286.31%,2.863%,9.53,5.78%,83.334%,8,2776.083,0.3246,2.58,$462.32,1,0,1,Medium,Low,Medium,Medium
123,"$13,120.62",85.12%,3,3.71,75.92%,18,286.31%,2.863%,3.79,5.38%,88.981%,0,4189.777,0.3462,4.39,$415.78,1,1,1,Medium,High,Medium,Medium
266,"$14,860.30",90.66%,0,1.54,78.73%,22,286.32%,2.863%,5.68,2.41%,95.988%,3,4899.279,0.1660,7.24,$277.57,1,0,1,Medium,Low,Low,Low
759,"$18,973.32",97.31%,1,1.32,96.59%,13,286.33%,2.863%,7.08,6.91%,96.373%,7,2623.031,0.1807,3.49,$473.56,1,0,0,Medium,Low,Low,High
834,"$9,120.97",82.25%,3,3.06,79.54%,6,286.37%,2.864%,5.74,3.94%,80.632%,8,1204.471,0.1678,7.56,$403.52,1,1,1,Medium,High,Low,Medium
541,"$14,814.39",90.67%,3,3.87,60.77%,1,286.38%,2.864%,2.49,0.37%,96.321%,9,3206.745,0.2031,3.18,$319.96,1,1,1,Medium,High,Low,Low
977,"$6,008.84",95.13%,2,3.41,75.27%,22,286.47%,2.865%,2.43,7.79%,96.423%,1,4818.419,0.2795,9.68,$259.55,1,1,1,Medium,Medium,Medium,High
544,"$11,645.51",85.59%,2,4.82,61.79%,18,286.72%,2.867%,2.20,9.31%,81.876%,7,2086.467,0.1299,7.63,$255.14,1,1,1,Medium,High,Low,High
247,"$17,555.62",87.73%,3,3.43,73.04%,14,286.84%,2.868%,8.36,9.36%,84.507%,2,2453.491,0.4396,8.67,$398.91,1,1,1,Medium,Medium,High,High
809,"$16,249.67",94.14%,5,4.72,77.55%,17,286.87%,2.869%,7.38,6.14%,80.282%,4,2424.293,0.2529,3.95,$258.93,1,1,1,Medium,Low,Medium,High
630,"$6,799.29",96.78%,4,0.51,66.44%,12,286.94%,2.869%,6.22,9.88%,97.721%,5,1352.096,0.4563,4.14,$151.33,1,0,1,Medium,High,High,High
772,"$19,479.54",89.10%,0,2.12,75.20%,7,287.21%,2.872%,7.67,8.80%,84.590%,7,3703.786,0.3472,4.85,$100.73,0,0,1,Medium,Medium,Medium,High
860,"$5,533.85",93.77%,0,2.05,99.06%,5,287.39%,2.874%,4.83,0.60%,89.381%,4,4925.472,0.1605,9.67,$133.42,1,0,0,Medium,High,Low,Low
193,"$10,209.16",91.87%,4,4.68,99.33%,22,287.63%,2.876%,9.41,3.84%,85.654%,7,3535.518,0.2549,7.63,$237.91,1,1,0,Medium,High,Medium,Medium
194,"$6,430.99",86.68%,3,4.73,98.77%,13,287.69%,2.877%,2.57,6.18%,93.274%,1,2910.432,0.4608,4.10,$227.16,1,1,0,Medium,Low,High,High
789,"$5,755.24",84.10%,4,3.56,97.73%,23,287.69%,2.877%,2.36,4.01%,94.593%,9,1377.341,0.2833,4.17,$291.78,1,1,0,Medium,Low,Medium,Medium
343,"$12,248.48",94.41%,2,3.60,85.73%,6,287.89%,2.879%,7.29,8.62%,91.587%,6,3317.299,0.1117,4.25,$187.53,1,1,0,Medium,High,Low,High
132,"$13,162.98",83.42%,0,3.73,78.37%,10,288.09%,2.881%,6.48,3.09%,83.726%,2,3709.511,0.1653,3.70,$232.20,1,1,1,Medium,Low,Low,Medium
553,"$19,872.99",87.34%,1,3.44,63.53%,19,288.17%,2.882%,5.90,8.39%,85.777%,2,2391.104,0.2675,5.39,$465.61,1,1,1,Medium,Low,Medium,High
614,"$6,275.85",93.81%,1,4.70,62.14%,2,288.19%,2.882%,5.56,7.94%,91.766%,0,4082.514,0.3092,3.48,$170.86,1,1,1,Medium,Medium,Medium,High
740,"$7,400.37",83.68%,3,3.28,83.29%,23,288.77%,2.888%,9.94,9.15%,95.822%,3,4187.249,0.4773,2.20,$230.23,1,1,0,Medium,Medium,High,High
326,"$17,177.10",81.90%,1,2.63,92.99%,4,288.79%,2.888%,9.94,8.72%,80.859%,5,2704.131,0.2415,8.38,$457.62,0,0,0,Medium,High,Medium,High
187,"$13,714.26",86.91%,4,4.32,87.97%,19,288.85%,2.888%,8.01,7.51%,89.844%,4,1450.765,0.3286,2.59,$147.25,1,1,0,Medium,Low,Medium,High
967,"$14,199.38",94.19%,4,1.58,99.38%,7,288.90%,2.889%,2.39,1.39%,82.007%,9,3504.449,0.2535,8.70,$382.32,1,0,0,Medium,Low,Medium,Low
731,"$18,127.00",89.30%,5,0.78,65.24%,9,288.98%,2.890%,3.78,5.11%,84.300%,0,4428.219,0.4771,3.05,$130.24,1,0,1,Medium,High,High,Medium
495,"$19,684.72",82.41%,4,1.76,68.51%,19,289.49%,2.895%,6.28,1.64%,98.826%,6,2535.720,0.2915,7.85,$424.37,1,0,1,Medium,High,Medium,Low
636,"$19,301.04",92.84%,3,2.39,91.30%,3,289.57%,2.896%,7.56,8.59%,98.699%,8,4503.098,0.1821,8.58,$265.38,0,0,0,Medium,Medium,Low,High
317,"$16,891.37",81.70%,4,0.59,67.84%,0,289.72%,2.897%,8.57,7.95%,99.910%,7,2179.705,0.1848,5.61,$253.36,1,0,1,Medium,Medium,Low,High
161,"$15,380.17",97.57%,1,1.99,94.19%,8,289.86%,2.899%,6.71,2.50%,90.278%,2,2260.730,0.2114,4.83,$418.17,0,0,0,Medium,Low,Low,Low
178,"$15,609.18",91.16%,2,3.88,63.65%,21,290.03%,2.900%,5.35,7.15%,98.921%,9,2443.736,0.4060,8.58,$444.39,0,1,1,Medium,Low,High,High
894,"$14,127.91",89.43%,5,2.65,90.54%,6,290.27%,2.903%,9.69,8.47%,87.461%,0,4741.476,0.3641,8.72,$217.17,1,0,0,Medium,Low,Medium,High
678,"$12,584.51",91.24%,4,4.06,86.78%,23,290.35%,2.903%,5.43,7.66%,89.072%,6,1933.905,0.3716,1.88,$379.53,1,1,0,Medium,High,High,High
